scale,arm,transform,dim,quantizer,index_type,sweep_param,sweep_value,refine_k,recall_at_10,recall_at_100,p50_ms,p99_ms,qps,qps_threads,build_seconds,ingest_seconds,nominal_payload_bytes,n_rows,n_recall_queries,loaded_bytes,index_files_bytes,chunk_cache_bytes,segment_heap_bytes,payload_compression_vs_1024_fp32,footprint_compression_vs_flat_1024,footprint_compression_vs_raw_1024,dim_compression
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,4,,0.43622,0.442415,6.355062505463138,35.669673325901385,556.8460591393263,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,8,,0.48116,0.508108,5.335104506229982,16.783205161336806,401.6053907233974,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,16,,0.51158,0.553433,7.247083500260487,68.81266968091946,336.38309227700745,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,32,,0.5309,0.58292,9.284187501179986,79.53718717268197,264.644119571641,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,64,,0.54356,0.60084,9.336333998362534,68.4173049087985,262.2377249877484,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,128,,0.54941,0.610412,10.576187502010725,78.32411049079374,224.8478454625902,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,256,,0.5524,0.615144,11.28306299506221,87.60678309161449,157.04587186731604,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,pca_uc_128_sq8,pca_uc,128,sq8,IVF_SQ8,nprobe,512,,0.55336,0.617268,9.97983300476335,22.29243959154697,256.0311156217491,8,338.73927699998603,150.55706520800595,128,1000000,10000,198356892,141606912,0,56749980,32.0,20.935749699082802,20.64964800920555,8.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.51966,0.417782,11.103354510851204,20.52371427271282,113.7654966343482,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.64949,0.536834,11.701729003107175,18.21030576713382,117.46846673190609,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.741,0.641547,11.863979510962963,21.43775165255647,119.54111631897678,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.82512,0.715654,13.509520489606075,29.76544493663823,145.22617904137394,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.85756,0.798982,12.708229493000545,20.17427915154257,111.67904506692693,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.89688,0.8489,12.980417013750412,23.60244331124704,166.77170156910242,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.93257,0.907308,18.965666502481326,26.270313741697464,108.42360051918548,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.96226,0.950787,33.041562492144294,40.94934584660222,62.53044239286531,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.97849,0.975174,60.05137499596458,72.05929532326991,32.82438989174052,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_1024_refine_k2,mrl,1024,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.98633,0.987001,114.17600000277162,135.33770215697584,17.148501039047066,8,152.97420762499678,195.66084637501626,1152,1000000,10000,1334481054,1277730816,0,56750238,3.5555555555555554,3.1118840013145666,3.0693579258563233,1.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.40917,0.336815,3.9307499973801896,7.087578832870348,439.4858516626212,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.50746,0.458634,4.075041491887532,7.312750263663473,408.5412250526921,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.58064,0.554141,4.462645505554974,6.978650102973914,345.4323683042672,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.62987,0.606247,5.717437001294456,9.178226335498037,296.1641431168266,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.65162,0.650677,6.742166500771418,9.804152939177579,251.21296348709694,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.67331,0.676482,10.495290989638306,15.523634353012309,212.9361402234883,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.67342,0.682856,14.179874502588063,16.962821341003288,230.83248997803582,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.68061,0.697123,26.121417002286762,36.43050923390546,129.35778030891404,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.68715,0.705635,48.55445800058078,57.67718982562655,67.51387740517163,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_512_refine_k2,mrl,512,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.69033,0.710179,93.9262294996297,107.69243533693951,34.925266234791316,8,101.1944764170039,141.13851091699325,576,1000000,10000,681496516,624746496,0,56750020,7.111111111111111,6.093575160698253,6.010302186196356,2.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.27896,0.237469,1.8798539967974648,3.478130740986671,1446.7503206613817,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.34715,0.324461,1.9176460191374645,3.699602917477023,1399.113713935743,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.40221,0.394636,2.0229790097801015,3.544919673004186,1227.26698839939,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.44148,0.446054,2.5697919918457046,4.791025257145517,968.452166596075,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.46909,0.481374,3.7215829943306744,6.4578115814947505,708.0003150592836,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.4884,0.504594,4.56783348636236,6.553790172911248,477.2586691577677,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.50009,0.50608,9.3894165038364,11.924808317562553,476.36772003008974,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.48507,0.51296,17.3702080064686,20.06323809182504,245.31500972951443,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.48876,0.517525,32.88414652342908,37.55992965598125,148.68213084683197,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_256_refine_k2,mrl,256,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.4902,0.519803,63.977833502576686,71.95260907028569,74.659821620065,8,134.75702637500945,128.55923687497852,288,1000000,10000,373903272,317153280,0,56749992,14.222222222222221,11.10648275364651,10.954704884208663,4.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.18329,0.173182,1.4753539871890098,4.810812412179073,2057.306177149766,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.22161,0.228127,1.145979476859793,2.6558185668545775,2328.4119265309423,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.25313,0.26926,1.563083496876061,3.82375790766673,2300.3721466791985,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.27673,0.297806,1.504646017565392,2.7019006758928295,1913.3411131284904,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.29222,0.31771,1.6294380038743839,3.1028094867360774,1535.4848628668597,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.30288,0.330001,2.328749993466772,3.638056337076705,1087.7569198874573,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.30918,0.337438,3.140062515740283,4.4752049940871075,724.6443434264277,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.30191,0.32589,10.788270519697107,13.660702150082209,415.7809953688345,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.29244,0.326165,21.394562514615245,28.573876500013274,216.24124175673356,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,mrl_128_refine_k2,mrl,128,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.26627,0.294304,47.6177709933836,54.30964885541471,128.64730486652894,8,72.71438679200946,130.0152765000239,144,1000000,10000,223031202,166281216,0,56749986,28.444444444444443,18.619593154504006,18.365143366801206,8.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,1,,0.48323,0.382583,6.785500008845702,31.355613259656813,397.3591444507782,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,2,,0.60564,0.525116,5.5761455005267635,31.35979590413624,492.94371601496766,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,4,,0.69436,0.644824,5.135479004820809,12.161533439648336,550.3690344762178,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,8,,0.75217,0.727846,5.811666516819969,11.79774458199972,471.7402620880015,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,16,,0.78667,0.777395,5.534104508114979,9.254805908713006,424.5792613808244,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,32,,0.80727,0.805141,6.812250489019789,20.73098232038318,365.05894857722444,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,64,,0.81811,0.819647,4.862624991801567,11.111231085669713,346.62265829851646,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,128,,0.82361,0.823559,9.767791503691114,16.634413515857883,246.12725683727214,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,256,,0.82429,0.828357,13.891020498704165,21.394338101381432,145.93018144728782,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_512_sq8,pca,512,sq8,IVF_SQ8,nprobe,512,,0.82614,0.830516,21.276813000440598,35.170140862464905,118.95601878502659,8,160.69276629202068,140.29176162500517,512,1000000,10000,609120200,552370176,0,56750024,8.0,6.817620302199796,6.7244527434815,2.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,1,,0.40702,0.313714,3.985874995123595,10.30596314667491,842.9888929821943,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,2,,0.5145,0.44072,3.764583496376872,8.617642922035875,1030.2200234495665,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,4,,0.5983,0.554559,3.9873545174486935,10.156472579110375,869.1092343253899,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,8,,0.65728,0.640446,3.909874998498708,9.613545474421699,927.107523176705,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,16,,0.69503,0.696682,4.244916999596171,10.823651324317323,825.7633201291089,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,32,,0.71919,0.731177,3.9601460011908785,7.74958825204521,748.2093828739105,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,64,,0.73184,0.74997,5.097146000480279,12.698137499100989,633.9810012179748,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,128,,0.73814,0.759653,3.651417006039992,10.401637415052381,571.8683790562308,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,256,,0.74054,0.763524,8.732208007131703,15.31103458459256,361.1020292489995,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_256_sq8,pca,256,sq8,IVF_SQ8,nprobe,512,,0.74181,0.766112,13.51712498581037,26.880552022485052,226.91599320690386,8,148.4797419999959,144.85730499998317,256,1000000,10000,342290348,285540352,0,56749996,16.0,12.132244646290756,11.966449021811156,4.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,1,,0.30892,0.261698,1.0150409943889827,2.405908762884792,2638.4081439136926,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,2,,0.38591,0.364356,1.0901669884333387,2.6708570652408516,2433.654522572365,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,4,,0.4445,0.450163,1.0044164955615997,2.526229910436086,2788.618372908077,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,8,,0.48629,0.512029,1.192249997984618,6.258342569926753,2591.6093408105,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,16,,0.5143,0.553363,1.455812991480343,2.750215490232222,2515.7381686652047,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,32,,0.53104,0.580144,1.8348125013289973,5.010064586531369,1712.3517343410786,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,64,,0.54099,0.595692,3.6416670045582578,6.40895498858299,1249.1945295171388,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,128,,0.54616,0.603813,3.93024948425591,6.808278149401288,913.959509077087,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,256,,0.54829,0.607753,4.643103995476849,8.551837685226928,721.7187297673971,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_128_sq8,pca,128,sq8,IVF_SQ8,nprobe,512,,0.54953,0.609434,6.4088545041158795,11.66490166273433,502.6339484087443,8,103.65789904101985,127.66078412500792,128,1000000,10000,202637210,145887232,0,56749978,32.0,20.49352259636816,20.21346424972985,8.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.45511,0.347752,11.734041996533051,41.458768236043376,178.1667097664259,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.59559,0.492698,11.678124996251427,37.403143578267155,152.10945149657118,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.7157,0.624659,14.258333001635037,49.90996966283993,156.52812529966891,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.79084,0.728504,16.40877099998761,50.266462501022026,123.5961594111491,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.86008,0.804698,17.195186985190958,43.39236540312409,106.61031316585145,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,32,2.0,0.89374,0.866541,19.02025000890717,64.48213466414015,93.32529245348995,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,64,2.0,0.91568,0.904729,21.462625009007752,57.60358199535399,96.04649611194343,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,128,2.0,0.92584,0.935258,33.45939599967096,81.98199206206479,54.598896566863374,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,256,2.0,0.93834,0.954656,57.09860449132975,101.42988449952098,30.122168304144736,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_uc_512_refine_k2,pca_uc,512,refine_k2,IVF_RABITQ,nprobe,512,2.0,0.94497,0.963766,104.96891649381723,166.6833035828313,15.597335196408366,8,224.71054849997745,247.04211266699713,576,1000000,10000,702349252,645599232,0,56750020,7.111111111111111,5.912657029497342,5.8318564280324745,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,1,2.0,0.4518,0.357966,4.006312490673736,9.571522487385655,464.0758946278173,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,2,2.0,0.57795,0.50062,3.9167715003713965,6.237328837160021,430.8871082248136,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,4,2.0,0.67515,0.625785,8.162917001754977,27.605145006091334,245.2285297647308,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,8,2.0,0.7223,0.691986,5.711104488000274,11.302817264222538,309.52068011189766,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
1m,pca_512_refine_k2,pca,512,refine_k2,IVF_RABITQ,nprobe,16,2.0,0.76762,0.754467,6.845271011115983,10.323219566198526,252.57021104357008,8,118.27222708400222,154.90940158299054,576,1000000,10000,672006074,615256064,0,56750010,7.111111111111111,6.179632004338104,6.095183002765538,2.0
