workload,size,corpus_tokens,live_arm,index_arm,regime,hit_rate,cached,footprint,infra_mode,c_live,c_index_query,saving_per_query,footprint_gib,infra_month,embed_once,churn_day,fixed_daily,break_even_qpd,feasible,live_window_exceeded,c_live_over_window,break_even_qpd_over_window,measured,hit_rate_basis
memory,M,392116,replay,memsearch,openai,0.9167,True,pca_uc_384_sq8,marginal,0.27522536666666675,0.012685833333333334,0.2625395333333334,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.0006202826753295545,True,False,,,True,measured
memory,M,392116,replay,memsearch,openai,0.5,True,pca_uc_384_sq8,marginal,0.8633993666666667,0.012685833333333334,0.8507135333333334,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.00019142604147566098,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.9,True,pca_uc_384_sq8,marginal,0.2987523266666667,0.012685833333333334,0.28606649333333334,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.0005692687815976286,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.95,True,pca_uc_384_sq8,marginal,0.22817144666666672,0.012685833333333334,0.21548561333333338,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.0007557289862495975,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.99,True,pca_uc_384_sq8,marginal,0.1717067426666667,0.012685833333333334,0.15902090933333335,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.0010240711413265517,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.0,False,pca_uc_384_sq8,marginal,1.5692081666666668,0.012685833333333334,1.5565223333333336,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.00010462344203377279,True,False,,,True,uncached_list
memory,M,392116,replay,memsearch,openai,0.9167,True,sq8,marginal,0.27522536666666675,0.012685833333333334,0.2625395333333334,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.0014573474005425838,True,False,,,True,measured
memory,M,392116,replay,memsearch,openai,0.5,True,sq8,marginal,0.8633993666666667,0.012685833333333334,0.8507135333333334,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.00044975340282153313,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.9,True,sq8,marginal,0.2987523266666667,0.012685833333333334,0.28606649333333334,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.0013374908119601627,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.95,True,sq8,marginal,0.22817144666666672,0.012685833333333334,0.21548561333333338,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.0017755770351644653,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.99,True,sq8,marginal,0.1717067426666667,0.012685833333333334,0.15902090933333335,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.0024060440104828086,True,False,,,True,sweep
memory,M,392116,replay,memsearch,openai,0.0,False,sq8,marginal,1.5692081666666668,0.012685833333333334,1.5565223333333336,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,0.00024581163935092677,True,False,,,True,uncached_list
memory,M,392116,replay,memsearch,open_weight,0.9167,True,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,measured
memory,M,392116,replay,memsearch,open_weight,0.5,True,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.9,True,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.95,True,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.99,True,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.0,False,pca_uc_384_sq8,dedicated,,0.001233536036036036,,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,uncached_list
memory,M,392116,replay,memsearch,open_weight,0.9167,True,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,measured
memory,M,392116,replay,memsearch,open_weight,0.5,True,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.9,True,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.95,True,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.99,True,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.0,False,sq8,dedicated,,0.001233536036036036,,0.0015138665935769677,86.06751,0.00403216,0.0,2.8276910470136984,,False,True,,,True,uncached_list
memory,M,392116,replay,memsearch,open_weight,0.9167,True,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,measured
memory,M,392116,replay,memsearch,open_weight,0.5,True,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.9,True,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.95,True,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.99,True,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.0,False,pca_uc_384_sq8,marginal,,0.001233536036036036,,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,,False,True,,,True,uncached_list
memory,M,392116,replay,memsearch,open_weight,0.9167,True,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,measured
memory,M,392116,replay,memsearch,open_weight,0.5,True,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.9,True,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.95,True,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.99,True,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,sweep
memory,M,392116,replay,memsearch,open_weight,0.0,False,sq8,marginal,,0.001233536036036036,,0.0015138665935769677,0.01130948816040665,0.00403216,0.0,0.00038261130644299645,,False,True,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,claude,0.9737,True,pca_uc_384_sq8,dedicated,0.2901802842105263,0.01879842105263158,0.2713818631578947,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,10.419688665474414,True,False,,,True,measured
memory,L,1221906,replay_trunc,memsearch,claude,0.5,True,pca_uc_384_sq8,dedicated,2.0168518842105265,0.01879842105263158,1.998053463157895,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,1.415234664988634,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.9,True,pca_uc_384_sq8,dedicated,0.5587736442105262,0.01879842105263158,0.5399752231578946,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,5.2367486549189115,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.95,True,pca_uc_384_sq8,dedicated,0.3765138642105265,0.01879842105263158,0.35771544315789494,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,7.904927163889583,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.99,True,pca_uc_384_sq8,dedicated,0.23070604021052635,0.01879842105263158,0.21190761915789477,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,13.34409085807661,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.0,False,pca_uc_384_sq8,dedicated,1.9209256842105262,0.01879842105263158,1.9021272631578947,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,1.4866063792530355,True,False,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,claude,0.9737,True,sq8,dedicated,0.2901802842105263,0.01879842105263158,0.2713818631578947,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,10.419688665474414,True,False,,,True,measured
memory,L,1221906,replay_trunc,memsearch,claude,0.5,True,sq8,dedicated,2.0168518842105265,0.01879842105263158,1.998053463157895,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,1.415234664988634,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.9,True,sq8,dedicated,0.5587736442105262,0.01879842105263158,0.5399752231578946,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,5.2367486549189115,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.95,True,sq8,dedicated,0.3765138642105265,0.01879842105263158,0.35771544315789494,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,7.904927163889583,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.99,True,sq8,dedicated,0.23070604021052635,0.01879842105263158,0.21190761915789477,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,13.34409085807661,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.0,False,sq8,dedicated,1.9209256842105262,0.01879842105263158,1.9021272631578947,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,1.4866063792530355,True,False,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,claude,0.9737,True,pca_uc_384_sq8,marginal,0.2901802842105263,0.01879842105263158,0.2713818631578947,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.0018638771796871843,True,False,,,True,measured
memory,L,1221906,replay_trunc,memsearch,claude,0.5,True,pca_uc_384_sq8,marginal,2.0168518842105265,0.01879842105263158,1.998053463157895,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.00025315762117873714,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.9,True,pca_uc_384_sq8,marginal,0.5587736442105262,0.01879842105263158,0.5399752231578946,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.0009367512434419277,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.95,True,pca_uc_384_sq8,marginal,0.3765138642105265,0.01879842105263158,0.35771544315789494,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.0014140358527873818,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.99,True,pca_uc_384_sq8,marginal,0.23070604021052635,0.01879842105263158,0.21190761915789477,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.00238699516200074,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.0,False,pca_uc_384_sq8,marginal,1.9209256842105262,0.01879842105263158,1.9021272631578947,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,0.0002659246158331321,True,False,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,claude,0.9737,True,sq8,marginal,0.2901802842105263,0.01879842105263158,0.2713818631578947,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.004378035897750173,True,False,,,True,measured
memory,L,1221906,replay_trunc,memsearch,claude,0.5,True,sq8,marginal,2.0168518842105265,0.01879842105263158,1.998053463157895,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.0005946385123377941,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.9,True,sq8,marginal,0.5587736442105262,0.01879842105263158,0.5399752231578946,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.002200322325819326,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.95,True,sq8,marginal,0.3765138642105265,0.01879842105263158,0.35771544315789494,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.0033214096892628547,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.99,True,sq8,marginal,0.23070604021052635,0.01879842105263158,0.21190761915789477,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.00560678065104543,True,False,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,claude,0.0,False,sq8,marginal,1.9209256842105262,0.01879842105263158,1.9021272631578947,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,0.0006246267334032544,True,False,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,openai,0.9737,True,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.47891314736842094,6.150309633126418,True,measured
memory,L,1221906,replay_trunc,memsearch,openai,0.5,True,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,2.1147072947368426,1.3493824339101845,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.9,True,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.7333700147368422,3.9591385284339196,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.95,True,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.5607028547368423,5.221447990656548,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.99,True,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.42256912673684216,7.009290098473026,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.0,False,pca_uc_384_sq8,dedicated,,0.019145315789473687,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,3.841378894736842,0.7398068341863052,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,openai,0.9737,True,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.47891314736842094,6.150309633126418,True,measured
memory,L,1221906,replay_trunc,memsearch,openai,0.5,True,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,2.1147072947368426,1.3493824339101845,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.9,True,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.7333700147368422,3.9591385284339196,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.95,True,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.5607028547368423,5.221447990656548,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.99,True,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,0.42256912673684216,7.009290098473026,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.0,False,sq8,dedicated,,0.019145315789473687,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,3.841378894736842,0.7398068341863052,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,openai,0.9737,True,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,0.47891314736842094,0.0011001693180314092,True,measured
memory,L,1221906,replay_trunc,memsearch,openai,0.5,True,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,2.1147072947368426,0.00024137795340945826,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.9,True,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,0.7333700147368422,0.0007082119429172309,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.95,True,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,0.5607028547368423,0.0009340142558151121,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.99,True,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,0.42256912673684216,0.0012538240133450648,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.0,False,pca_uc_384_sq8,marginal,,0.019145315789473687,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,3.841378894736842,0.00013233687875775823,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,openai,0.9737,True,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,0.47891314736842094,0.0025841728309336383,True,measured
memory,L,1221906,replay_trunc,memsearch,openai,0.5,True,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,2.1147072947368426,0.0005669694100388278,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.9,True,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,0.7333700147368422,0.0016635094538940626,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.95,True,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,0.5607028547368423,0.0021938934526014526,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.99,True,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,0.42256912673684216,0.00294509026652022,True,sweep
memory,L,1221906,replay_trunc,memsearch,openai,0.0,False,sq8,marginal,,0.019145315789473687,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,3.841378894736842,0.0003108443046096604,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9737,True,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,measured
memory,L,1221906,replay_trunc,memsearch,open_weight,0.5,True,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9,True,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.95,True,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.99,True,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.0,False,pca_uc_384_sq8,dedicated,,0.0018691819977872607,,0.0019202158935849238,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9737,True,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,measured
memory,L,1221906,replay_trunc,memsearch,open_weight,0.5,True,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9,True,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.95,True,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.99,True,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.0,False,sq8,dedicated,,0.0018691819977872607,,0.004700102906981483,86.06751,0.0126011,0.0,2.8277145235616437,,False,True,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9737,True,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,measured
memory,L,1221906,replay_trunc,memsearch,open_weight,0.5,True,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9,True,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.95,True,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.99,True,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.0,False,pca_uc_384_sq8,marginal,,0.0018691819977872607,,0.0019202158935849238,0.014345160271098391,0.0126011,0.0,0.0005058224617209902,,False,True,,,True,uncached_list
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9737,True,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,measured
memory,L,1221906,replay_trunc,memsearch,open_weight,0.5,True,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.9,True,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.95,True,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.99,True,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,sweep
memory,L,1221906,replay_trunc,memsearch,open_weight,0.0,False,sq8,marginal,,0.0018691819977872607,,0.004700102906981483,0.03511257755784372,0.0126011,0.0,0.0011881195389035883,,False,True,,,True,uncached_list
code,S,259429,agentic,indexed,claude,0.0,True,pca_uc_384_sq8,dedicated,0.0359878,0.0378746,-0.001886800000000001,0.00043677312651742414,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,claude,0.0,False,pca_uc_384_sq8,dedicated,0.0359878,0.0378746,-0.001886800000000001,0.00043677312651742414,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,claude,0.0,True,sq8,dedicated,0.0359878,0.0378746,-0.001886800000000001,0.0010690874127717688,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,claude,0.0,False,sq8,dedicated,0.0359878,0.0378746,-0.001886800000000001,0.0010690874127717688,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,claude,0.0,True,pca_uc_384_sq8,marginal,0.0359878,0.0378746,-0.001886800000000001,0.00043677312651742414,0.0032629562763923036,0.0031563600000000004,0.0,0.0001158494105602152,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,claude,0.0,False,pca_uc_384_sq8,marginal,0.0359878,0.0378746,-0.001886800000000001,0.00043677312651742414,0.0032629562763923036,0.0031563600000000004,0.0,0.0001158494105602152,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,claude,0.0,True,sq8,marginal,0.0359878,0.0378746,-0.001886800000000001,0.0010690874127717688,0.007986721873962387,0.0031563600000000004,0.0,0.0002710449948746328,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,claude,0.0,False,sq8,marginal,0.0359878,0.0378746,-0.001886800000000001,0.0010690874127717688,0.007986721873962387,0.0031563600000000004,0.0,0.0002710449948746328,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,openai,0.0,True,pca_uc_384_sq8,dedicated,0.037422199999999996,0.039433800000000005,-0.002011600000000009,0.00043677312651742414,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,openai,0.0,False,pca_uc_384_sq8,dedicated,0.037422199999999996,0.039433800000000005,-0.002011600000000009,0.00043677312651742414,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,openai,0.0,True,sq8,dedicated,0.037422199999999996,0.039433800000000005,-0.002011600000000009,0.0010690874127717688,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,measured
code,S,259429,agentic,indexed,openai,0.0,False,sq8,dedicated,0.037422199999999996,0.039433800000000005,-0.002011600000000009,0.0010690874127717688,86.06751,0.0031563600000000004,0.0,2.8276886475616436,inf,True,False,,,True,uncached_list
code,S,259429,agentic,indexed,openai,0.0,True,pca_uc_384_sq8,marginal,0.037422199999999996,0.039433800000000005,-0.002011600000000009,0.00043677312651742414,0.0032629562763923036,0.0031563600000000004,0.0,0.0001158494105602152,inf,True,False,,,True,measured
