workload,size,corpus_tokens,live_arm,index_arm,regime,hit_rate,cached,footprint,infra_mode,c_live,c_index_query,saving_per_query,footprint_gib,infra_month,embed_once,churn_day,fixed_daily,break_even_qpd,feasible,live_window_exceeded,c_live_over_window,break_even_qpd_over_window,measured,churn_frac_per_day,edit_kind,live_cache,reembed_share_of_fixed
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,9.996800000000002e-05,0.00014098163954845064,0.0003696605660173474,True,False,,,True,0.1,append,invalidated,0.7090852420229117
memory,S,98134,replay,memsearch,claude,1.0,True,pca_uc_384_sq8,marginal,0.01994863333333333,0.0114765,0.00847213333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0004998400000000001,0.0005408536395484507,0.06383913216054803,True,False,,,True,0.1,mid_edit,measured,0.9241686908445469
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0004998400000000001,0.0005408536395484507,0.0014181439737002966,True,False,,,True,0.1,mid_edit,invalidated,0.9241686908445469
memory,S,98134,replay,memsearch,claude,1.0,True,pca_uc_384_sq8,marginal,0.01994863333333333,0.0114765,0.00847213333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.00049984,0.0005408536395484507,0.06383913216054803,True,False,,,True,0.5,append,measured,0.9241686908445467
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.00049984,0.0005408536395484507,0.0014181439737002966,True,False,,,True,0.5,append,invalidated,0.9241686908445467
memory,S,98134,replay,memsearch,claude,1.0,True,pca_uc_384_sq8,marginal,0.01994863333333333,0.0114765,0.00847213333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0024992,0.0025402136395484506,0.29983164093441067,True,False,,,True,0.5,mid_edit,measured,0.983854255835056
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0024992,0.0025402136395484506,0.006660561012115042,True,False,,,True,0.5,mid_edit,invalidated,0.983854255835056
memory,S,98134,replay,memsearch,claude,1.0,True,pca_uc_384_sq8,marginal,0.01994863333333333,0.0114765,0.00847213333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.00099968,0.0010406936395484505,0.12283725935401367,True,False,,,True,1.0,append,measured,0.960590093001581
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.00099968,0.0010406936395484505,0.0027287482333039825,True,False,,,True,1.0,append,invalidated,0.960590093001581
memory,S,98134,replay,memsearch,claude,1.0,True,pca_uc_384_sq8,marginal,0.01994863333333333,0.0114765,0.00847213333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0049984,0.005039413639548451,0.594822276901739,True,False,,,True,1.0,mid_edit,measured,0.9918614262527324
memory,S,98134,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,marginal,0.3928578333333333,0.0114765,0.3813813333333333,0.0001559432040213496,0.0011649889277285683,0.00099968,0.0049984,0.005039413639548451,0.013213582310133474,True,False,,,True,1.0,mid_edit,invalidated,0.9918614262527324
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,14.83916558015178,True,False,,,True,0.0,append,measured,0.0
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,1.8167839883324828,True,False,,,True,0.0,append,invalidated,0.0
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,14.83916558015178,True,False,,,True,0.0,mid_edit,measured,0.0
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.0,2.8276910470136984,1.8167839883324828,True,False,,,True,0.0,mid_edit,invalidated,0.0
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,4.0321600000000003e-07,2.8276914502296986,14.83916769614992,True,False,,,True,0.0001,append,measured,1.4259547305532436e-07
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,4.0321600000000003e-07,2.8276914502296986,1.816784247397692,True,False,,,True,0.0001,append,invalidated,1.4259547305532436e-07
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,2.0160800000000004e-06,2.8276930630936983,14.839176160142467,True,False,,,True,0.0001,mid_edit,measured,7.129769586074751e-07
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,2.0160800000000004e-06,2.8276930630936983,1.8167852836585288,True,False,,,True,0.0001,mid_edit,invalidated,7.129769586074751e-07
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,4.032160000000001e-06,2.8276950791736986,14.839186740133156,True,False,,,True,0.001,append,measured,1.425952900543388e-06
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,4.032160000000001e-06,2.8276950791736986,1.816786578984575,True,False,,,True,0.001,append,invalidated,1.425952900543388e-06
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,2.01608e-05,2.8277112078136986,14.839271380058651,True,False,,,True,0.001,mid_edit,measured,7.129723836115402e-06
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,2.01608e-05,2.8277112078136986,1.8167969415929428,True,False,,,True,0.001,mid_edit,invalidated,7.129723836115402e-06
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,4.03216e-05,2.8277313686136982,14.839377179965519,True,False,,,True,0.01,append,measured,1.4259346007031691e-05
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,4.03216e-05,2.8277313686136982,1.8168098948534024,True,False,,,True,0.01,append,invalidated,1.4259346007031691e-05
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.00020160800000000004,2.8278926550136982,14.84022357922047,True,False,,,True,0.01,mid_edit,measured,7.12926636881213e-05
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.00020160800000000004,2.8278926550136982,1.8169135209370813,True,False,,,True,0.01,mid_edit,invalidated,7.12926636881213e-05
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.0004032160000000001,2.8280942630136985,14.841281578289161,True,False,,,True,0.1,append,measured,0.0001425751628131099
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.0004032160000000001,2.8280942630136985,1.81704305354168,True,False,,,True,0.1,append,invalidated,0.0001425751628131099
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.0020160800000000004,2.8297071270136986,14.849745570838682,True,False,,,True,0.1,mid_edit,measured,0.0007124694922501217
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.0020160800000000004,2.8297071270136986,1.8180793143784686,True,False,,,True,0.1,mid_edit,invalidated,0.0007124694922501217
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.00201608,2.8297071270136986,14.849745570838682,True,False,,,True,0.5,append,measured,0.0007124694922501215
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.00201608,2.8297071270136986,1.8180793143784686,True,False,,,True,0.5,append,invalidated,0.0007124694922501215
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.010080400000000002,2.8377714470136985,14.892065533586276,True,False,,,True,0.5,mid_edit,measured,0.0035522240561719704
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.010080400000000002,2.8377714470136985,1.8232606185624114,True,False,,,True,0.5,mid_edit,invalidated,0.0035522240561719704
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.00403216,2.8317232070136984,14.86032556152558,True,False,,,True,1.0,append,measured,0.0014239244817477298
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.00403216,2.8317232070136984,1.8193746404244542,True,False,,,True,1.0,append,invalidated,0.0014239244817477298
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,dedicated,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,86.06751,0.00403216,0.020160800000000003,2.8478518470136986,14.944965487020772,True,False,,,True,1.0,mid_edit,measured,0.007079300849565236
memory,M,392116,replay,memsearch,claude,0.0,True,pca_uc_384_sq8,dedicated,1.5688733333333333,0.012446666666666668,1.5564266666666666,0.00061848660577959,86.06751,0.00403216,0.020160800000000003,2.8478518470136986,1.8297372487923398,True,False,,,True,1.0,mid_edit,invalidated,0.007079300849565236
memory,M,392116,replay,memsearch,claude,0.9167,True,pca_uc_384_sq8,marginal,0.20300260000000006,0.012446666666666668,0.1905559333333334,0.00061848660577959,0.00462046456082178,0.00403216,0.0,0.0001628487241157728,0.0008545980241449985,True,False,,,True,0.0,append,measured,0.0
